SMILES,Name,SMILESCore,SMILESR1,SMILESR10,SMILESR2,SMILESR3,SMILESR4,SMILESR5,SMILESR6,SMILESR7,SMILESR8,SMILESR9
Cc1cnc(Nc2cccc(C(F)(F)F)c2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000438,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c(C(F)(F)F)c([H])c([*:10])c1[H],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NCc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000439,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c([H])c(C([H])([H])[*:10])c([H])c1[H],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1ccc(Nc2ncc(C)c(-c3c[nH]c(C(=O)NCc4cccc(C(F)(F)F)c4)c3)n2)cc1C,erk000440,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c([*:10])c([H])c(C([H])([H])[H])c1C([H])([H])[H],[H][*:2],FC(F)(F)[*:3],[H][*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1ccc(Nc2ncc(C)c(-c3c[nH]c(C(=O)N[C@H](CO)c4ccccc4)c3)n2)cc1C,erk000441,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c([*:10])c([H])c(C([H])([H])[H])c1C([H])([H])[H],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(Nc2ccc(OCc3ccccc3)cc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000442,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c([*:10])c([H])c2[H])c([H])c1[H],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NCC(F)(F)F)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000444,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])(C(F)(F)F)[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(N[C@H](CO)c2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000445,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
COc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1,erk000446,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c([H])c([*:10])c(OC([H])([H])[H])c1[H],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(Nc2ccc(OC(F)(F)F)cc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000447,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c([*:10])c([H])c([H])c1OC(F)(F)F,[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NCC(C)C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000448,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NCC2CC2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000453,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C1([H])C([H])([H])C1([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@@H](CCO)c3ccccc3)c2)n1,erk000459,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])C([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NC2(CO)CC2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000460,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])C1([*:10])C([H])([H])C1([H])[H].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NCCO)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000461,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(N[C@H](C)CO)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000462,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])[C@@]([H])(C([H])([H])[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NC[C@@H](C)O)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000463,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]O[C@]([H])(C([H])([H])[H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NC[C@H](C)O)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000464,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(N[C@H]2CCCC[C@H]2O)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000465,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](C(=O)OC)c3ccccc3)c2)n1,erk000470,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]C([H])([H])OC(=O)[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(N[C@@H](C)CO)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000471,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])[C@]([H])(C([H])([H])[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)NCc3ccccc3F)c2)n1,erk000473,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],F[*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)NCc3cccc(F)c3)c2)n1,erk000474,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],F[*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)NCc3ccccc3OC)c2)n1,erk000475,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H]C([H])([H])O[*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)NCc3cccc(OC)c3)c2)n1,erk000476,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H]C([H])([H])O[*:3],[H][*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@@H](CO)c3cc(F)cc(C(F)(F)F)c3)c2)n1,erk000478,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],F[*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],FC(F)(F)[*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@@H](CO)c3cccc(F)c3)c2)n1,erk000479,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],F[*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)NCc3ccccc3O)c2)n1,erk000480,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H]O[*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)NCc3cccc(O)c3)c2)n1,erk000484,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H]O[*:3],[H][*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)NCc3ccc(O)c(O)c3)c2)n1,erk000485,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H]O[*:2],[H]O[*:3],[H][*:4],[H][*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@@H](CO)c3ccccc3F)c2)n1,erk000486,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],F[*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(N[C@@H](CO)CC2CC2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000487,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])[C@@]([H])(C([H])([H])C1([H])C([H])([H])C1([H])[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(N[C@H](CO)C(C)C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000488,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@@H](C(C)=O)c3ccccc3)c2)n1,erk000489,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]C([H])([H])C(=O)[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(C(F)(F)F)c3)c2)n1,erk000491,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])([H])[*:10].[H][*:10],[H][*:2],FC(F)(F)[*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NC2CC2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(C(F)(F)F)c2)c1,erk000492,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C1([H])C([H])([H])C1([H])[*:10].[H][*:10],[H][*:2],FC(F)(F)[*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CONc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1,erk000493,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])O[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NOC(C)C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000494,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C([H])(O[*:10])C([H])([H])[H].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CC(=O)Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1,erk000496,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])C(=O)[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NC[C@H]2CCCO2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000497,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C1([H])O[C@@]([H])(C([H])([H])[*:10])C([H])([H])C1([H])[H].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CCOC(=O)NNc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1,erk000498,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]N(C(=O)OC([H])([H])C([H])([H])[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NOCC2CC2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000500,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])(O[*:10])C1([H])C([H])([H])C1([H])[H].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(-c2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000501,,,,,,,,,,,
Cc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1,erk000502,,,,,,,,,,,
Cc1cnc(NC#N)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000503,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],N#C[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NOCCO)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000504,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])C([H])([H])O[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NN(C)C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000505,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])N(C([H])([H])[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(Nc2ccccc2C(F)(F)F)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000506,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H][*:10].[H]c1c([H])c([H])c([*:10])c(C(F)(F)F)c1[H],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
CC[C@@H](CO)Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)n1,erk000507,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])[*:10].[H][*:10],[H][*:2],Cl[*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(NC(CO)CO)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000509,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]OC([H])([H])C([H])(C([H])([H])O[H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
Cc1cnc(N[C@@H]2C[C@@H]2C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,erk000510,c1c(C(N(C(c2cc(-c3nc(N[*:10])ncc3[*:9])cn2[*:8])[*:7])[*:6])[*:5])c([*:4])c([*:3])c([*:2])c1[*:1],[H][*:1],[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])[*:10].[H][*:10],[H][*:2],[H][*:3],[H][*:4],[H]OC([H])([H])[*:5].[H][*:5],[H][*:6],O=[*:7],[H][*:8],[H]C([H])([H])[*:9]
